County,Size
"Arthur County, Nebraska",715.36
"Banner County, Nebraska",746.11
"Blaine County, Nebraska",710.87
"Boone County, Nebraska",686.55
"Box Butte County, Nebraska","1,075.29"
"Boyd County, Nebraska",539.94
"Brown County, Nebraska","1,221.33"
"Buffalo County, Nebraska",968.11
"Burt County, Nebraska",491.58
"Butler County, Nebraska",584.91
"Cass County, Nebraska",557.45
"Cedar County, Nebraska",740.31
"Chase County, Nebraska",894.42
"Cherry County, Nebraska","5,960.42"
"Cheyenne County, Nebraska","1,196.29"
"Clay County, Nebraska",572.29
"Colfax County, Nebraska",411.66
"Cuming County, Nebraska",570.62
"Custer County, Nebraska","2,575.52"
"Dakota County, Nebraska",264.26
"Dawes County, Nebraska","1,396.46"
"Dawson County, Nebraska","1,013.10"
"Deuel County, Nebraska",439.85
"Dixon County, Nebraska",476.23
"Dodge County, Nebraska",528.71
"Douglas County, Nebraska",328.46
"Dundy County, Nebraska",919.68
"Fillmore County, Nebraska",575.37
"Franklin County, Nebraska",575.82
"Frontier County, Nebraska",974.59
"Furnas County, Nebraska",719.13
"Gage County, Nebraska",851.49
"Garden County, Nebraska","1,704.28"
"Garfield County, Nebraska",569.79
"Gosper County, Nebraska",458.16
"Grant County, Nebraska",776.22
"Greeley County, Nebraska",569.81
"Hall County, Nebraska",546.29
"Hamilton County, Nebraska",542.88
"Harlan County, Nebraska",553.47
"Hayes County, Nebraska",713.06
"Hitchcock County, Nebraska",709.94
"Holt County, Nebraska","2,412.40"
"Hooker County, Nebraska",721.12
"Howard County, Nebraska",569.34
"Jefferson County, Nebraska",570.19
"Johnson County, Nebraska",376.05
"Kearney County, Nebraska",516.24
"Keith County, Nebraska","1,061.60"
"Keya Paha County, Nebraska",773.07
"Kimball County, Nebraska",951.85
"Knox County, Nebraska","1,108.35"
"Lancaster County, Nebraska",837.55
"Lincoln County, Nebraska","2,564.07"
"Logan County, Nebraska",570.66
"Loup County, Nebraska",568.29
"Madison County, Nebraska",572.74
"McPherson County, Nebraska",858.98
"Merrick County, Nebraska",484.88
"Morrill County, Nebraska","1,423.84"
"Nance County, Nebraska",441.63
"Nemaha County, Nebraska",407.38
"Nuckolls County, Nebraska",575.16
"Otoe County, Nebraska",615.63
"Pawnee County, Nebraska",431.08
"Perkins County, Nebraska",883.34
"Phelps County, Nebraska",539.79
"Pierce County, Nebraska",573.25
"Platte County, Nebraska",674.06
"Polk County, Nebraska",438.35
"Red Willow County, Nebraska",716.99
"Richardson County, Nebraska",551.84
"Rock County, Nebraska","1,008.32"
"Saline County, Nebraska",574.02
"Sarpy County, Nebraska",238.99
"Saunders County, Nebraska",750.23
"Scotts Bluff County, Nebraska",739.40
"Seward County, Nebraska",571.43
"Sheridan County, Nebraska","2,440.86"
"Sherman County, Nebraska",565.83
"Sioux County, Nebraska","2,066.74"
"Stanton County, Nebraska",427.95
"Thayer County, Nebraska",573.81
"Thomas County, Nebraska",713.24
"Thurston County, Nebraska",393.58
"Valley County, Nebraska",568.05
"Washington County, Nebraska",389.96
"Wayne County, Nebraska",442.92
"Webster County, Nebraska",574.91
"Wheeler County, Nebraska",575.18
"York County, Nebraska",572.51
"Carson City County, Nevada",144.66
"Churchill County, Nevada","4,930.46"
"Clark County, Nevada","7,891.43"
"Douglas County, Nevada",709.72
"Elko County, Nevada","17,169.83"
"Esmeralda County, Nevada","3,581.88"
"Eureka County, Nevada","4,175.68"
"Humboldt County, Nevada","9,640.76"
"Lander County, Nevada","5,490.11"
"Lincoln County, Nevada","10,633.20"
"Lyon County, Nevada","2,001.19"
"Mineral County, Nevada","3,752.84"
"Nye County, Nevada","18,181.92"
"Pershing County, Nevada","6,036.56"
"Storey County, Nevada",262.92
"Washoe County, Nevada","6,302.37"
"White Pine County, Nevada","8,875.65"
"Belknap County, New Hampshire",400.23
"Carroll County, New Hampshire",931.06
"Cheshire County, New Hampshire",706.66
"Coos County, New Hampshire","1,794.69"
"Grafton County, New Hampshire","1,708.75"
"Hillsborough County, New Hampshire",876.14
"Merrimack County, New Hampshire",934.12
"Rockingham County, New Hampshire",694.72
"Strafford County, New Hampshire",368.98
"Sullivan County, New Hampshire",537.31
"Atlantic County, New Jersey",555.7
"Bergen County, New Jersey",233.01
"Burlington County, New Jersey",798.58
"Camden County, New Jersey",221.26
"Cape May County, New Jersey",251.43
"Cumberland County, New Jersey",483.7
"Essex County, New Jersey",126.21
"Gloucester County, New Jersey",322.01
"Hudson County, New Jersey",46.19
"Hunterdon County, New Jersey",427.82
"Mercer County, New Jersey",224.56
"Middlesex County, New Jersey",308.91
"Monmouth County, New Jersey",468.79
"Morris County, New Jersey",460.18
"Ocean County, New Jersey",628.78
"Passaic County, New Jersey",184.59
"Salem County, New Jersey",331.9
"Somerset County, New Jersey",301.81
"Sussex County, New Jersey",519.01
"Union County, New Jersey",102.86
"Warren County, New Jersey",356.92
"Bernalillo County, New Mexico","1,160.83"
"Catron County, New Mexico","6,923.69"
"Chaves County, New Mexico","6,065.28"
"Cibola County, New Mexico","4,539.48"
"Colfax County, New Mexico","3,758.06"
"Curry County, New Mexico","1,404.80"
"De Baca County, New Mexico","2,322.62"
"Do±a Ana County, New Mexico","3,807.51"
"Eddy County, New Mexico","4,175.73"
"Grant County, New Mexico","3,961.63"
"Guadalupe County, New Mexico","3,030.48"
"Harding County, New Mexico","2,125.44"
"Hidalgo County, New Mexico","3,436.86"
"Lea County, New Mexico","4,390.93"
"Lincoln County, New Mexico","4,831.09"
"Los Alamos County, New Mexico",109.17
"Luna County, New Mexico","2,965.19"
"McKinley County, New Mexico","5,449.81"
"Mora County, New Mexico","1,931.27"
"Otero County, New Mexico","6,613.21"
"Quay County, New Mexico","2,874.35"
"Rio Arriba County, New Mexico","5,860.84"
"Roosevelt County, New Mexico","2,447.43"
"San Juan County, New Mexico","5,513.07"
"San Miguel County, New Mexico","4,715.82"
"Sandoval County, New Mexico","3,710.65"
"Santa Fe County, New Mexico","1,909.41"
"Sierra County, New Mexico","4,178.96"
"Socorro County, New Mexico","6,646.68"
"Taos County, New Mexico","2,203.11"
"Torrance County, New Mexico","3,344.85"
"Union County, New Mexico","3,823.74"
"Valencia County, New Mexico","1,066.18"
"Albany County, New York",522.80
"Allegany County, New York","1,029.31"
"Bronx County, New York",42.10
"Broome County, New York",705.77
"Cattaraugus County, New York","1,308.35"
"Cayuga County, New York",691.58
"Chautauqua County, New York","1,060.23"
"Chemung County, New York",407.35
"Chenango County, New York",893.55
"Clinton County, New York","1,037.85"
"Columbia County, New York",634.71
"Cortland County, New York",498.76
"Delaware County, New York","1,442.44"
"Dutchess County, New York",795.63
"Erie County, New York","1,042.69"
"Essex County, New York","1,794.23"
"Franklin County, New York","1,629.12"
"Fulton County, New York",495.47
"Genesee County, New York",492.94
"Greene County, New York",647.16
"Hamilton County, New York","1,717.37"
"Herkimer County, New York","1,411.47"
"Jefferson County, New York","1,268.59"
"Kings County, New York",70.82
"Lewis County, New York","1,274.68"
"Livingston County, New York",631.76
"Madison County, New York",654.84
"Monroe County, New York",657.21
"Montgomery County, New York",403.04
"Nassau County, New York",284.72
"New York County, New York",22.83
"Niagara County, New York",522.36
"Oneida County, New York","1,212.43"
"Onondaga County, New York",778.39
"Ontario County, New York",644.07
"Orange County, New York",811.69
"Orleans County, New York",391.26
"Oswego County, New York",951.65
"Otsego County, New York","1,001.70"
"Putnam County, New York",230.31
"Queens County, New York",108.53
"Rensselaer County, New York",652.43
"Richmond County, New York",58.37
"Rockland County, New York",173.55
"Saratoga County, New York",809.98
"Schenectady County, New York",204.52
"Schoharie County, New York",621.82
"Schuyler County, New York",328.33
"Seneca County, New York",323.71
"St. Lawrence County, New York","2,680.38"
"Steuben County, New York","1,390.56"
"Suffolk County, New York",912.05
"Sullivan County, New York",968.13
"Tioga County, New York",518.60
"Tompkins County, New York",474.65
"Ulster County, New York","1,124.24"
"Warren County, New York",866.95
"Washington County, New York",831.18
"Wayne County, New York",603.83
"Westchester County, New York",430.50
"Wyoming County, New York",592.75
"Yates County, New York",338.14
"Alamance County, North Carolina",423.94
"Alexander County, North Carolina",259.99
"Alleghany County, North Carolina",235.06
"Anson County, North Carolina",531.45
"Ashe County, North Carolina",426.14
"Avery County, North Carolina",247.09
"Beaufort County, North Carolina",827.19
"Bertie County, North Carolina",699.27
"Bladen County, North Carolina",874.33
"Brunswick County, North Carolina",846.97
"Buncombe County, North Carolina",656.67
"Burke County, North Carolina",507.1
"Cabarrus County, North Carolina",361.75
"Caldwell County, North Carolina",471.57
"Camden County, North Carolina",240.56
"Carteret County, North Carolina",506.25
"Caswell County, North Carolina",424.92
"Catawba County, North Carolina",398.72
"Chatham County, North Carolina",682.19
"Cherokee County, North Carolina",455.43
"Chowan County, North Carolina",172.47
"Clay County, North Carolina",214.75
"Cleveland County, North Carolina",464.25
"Columbus County, North Carolina",937.29
"Craven County, North Carolina",708.96
"Cumberland County, North Carolina",652.32
"Currituck County, North Carolina",261.85
"Dare County, North Carolina",383.42
"Davidson County, North Carolina",552.68
"Davie County, North Carolina",264.11
"Duplin County, North Carolina",816.22
"Durham County, North Carolina",285.98
"Edgecombe County, North Carolina",505.34
"Forsyth County, North Carolina",408.15
"Franklin County, North Carolina",491.68
"Gaston County, North Carolina",356.03
"Gates County, North Carolina",340.45
"Graham County, North Carolina",292.08
"Granville County, North Carolina",531.57
"Greene County, North Carolina",265.93
"Guilford County, North Carolina",645.7
"Halifax County, North Carolina",724.09
"Harnett County, North Carolina",594.99
"Haywood County, North Carolina",553.69
"Henderson County, North Carolina",373.07
"Hertford County, North Carolina",353.06
"Hoke County, North Carolina",390.74
"Hyde County, North Carolina",612.7
"Iredell County, North Carolina",573.83
"Jackson County, North Carolina",490.76
"Johnston County, North Carolina",791.3
"Jones County, North Carolina",470.71
"Lee County, North Carolina",254.96
"Lenoir County, North Carolina",400.59
"Lincoln County, North Carolina",297.94
"Macon County, North Carolina",515.56
"Madison County, North Carolina",449.57
"Martin County, North Carolina",461.22
"McDowell County, North Carolina",440.61
"Mecklenburg County, North Carolina",523.84
"Mitchell County, North Carolina",221.43
"Montgomery County, North Carolina",491.76
"Moore County, North Carolina",697.84
"Nash County, North Carolina",540.41
"New Hanover County, North Carolina",191.53
"Northampton County, North Carolina",536.59
"Onslow County, North Carolina",762.74
"Orange County, North Carolina",397.96
"Pamlico County, North Carolina",336.54
"Pasquotank County, North Carolina",226.88
"Pender County, North Carolina",869.8
"Perquimans County, North Carolina",247.09
"Person County, North Carolina",392.32
"Pitt County, North Carolina",651.98
"Polk County, North Carolina",237.79
"Randolph County, North Carolina",782.52
"Richmond County, North Carolina",473.82
"Robeson County, North Carolina",949.22
"Rockingham County, North Carolina",565.55
"Rowan County, North Carolina",511.37
"Rutherford County, North Carolina",564.15
"Sampson County, North Carolina",944.74
"Scotland County, North Carolina",318.85
"Stanly County, North Carolina",395.09
"Stokes County, North Carolina",448.86
"Surry County, North Carolina",532.17
"Swain County, North Carolina",528.0
"Transylvania County, North Carolina",378.53
"Tyrrell County, North Carolina",389.04
"Union County, North Carolina",631.52
"Vance County, North Carolina",253.52
"Wake County, North Carolina",835.22
"Warren County, North Carolina",428.46
"Washington County, North Carolina",348.14
"Watauga County, North Carolina",312.56
"Wayne County, North Carolina",553.09
"Wilkes County, North Carolina",754.28
"Wilson County, North Carolina",368.17
"Yadkin County, North Carolina",334.83
"Yancey County, North Carolina",312.6
"Adams County, North Dakota",987.62
"Barnes County, North Dakota","1,491.55"
"Benson County, North Dakota","1,388.71"
"Billings County, North Dakota","1,148.85"
"Bottineau County, North Dakota","1,668.42"
"Bowman County, North Dakota","1,161.81"
"Burke County, North Dakota","1,103.57"
"Burleigh County, North Dakota","1,632.65"
"Cass County, North Dakota","1,764.94"
"Cavalier County, North Dakota","1,488.75"
"Dickey County, North Dakota","1,131.47"
"Divide County, North Dakota","1,260.79"
"Dunn County, North Dakota","2,008.46"
"Eddy County, North Dakota",630.17
"Emmons County, North Dakota","1,510.44"
"Foster County, North Dakota",635.45
"Golden Valley County, North Dakota","1,000.79"
"Grand Forks County, North Dakota","1,436.38"
"Grant County, North Dakota","1,659.14"
"Griggs County, North Dakota",708.82
"Hettinger County, North Dakota","1,132.22"
"Kidder County, North Dakota","1,351.19"
"LaMoure County, North Dakota","1,145.94"
"Logan County, North Dakota",992.82
"McHenry County, North Dakota","1,873.95"
"McIntosh County, North Dakota",974.73
"McKenzie County, North Dakota","2,760.32"
"McLean County, North Dakota","2,110.88"
"Mercer County, North Dakota","1,042.96"
"Morton County, North Dakota","1,926.27"
"Mountrail County, North Dakota","1,825.30"
"Nelson County, North Dakota",981.78
"Oliver County, North Dakota",722.51
"Pembina County, North Dakota","1,118.69"
"Pierce County, North Dakota","1,018.60"
"Ramsey County, North Dakota","1,186.85"
"Ransom County, North Dakota",862.36
"Renville County, North Dakota",877.05
"Richland County, North Dakota","1,435.78"
"Rolette County, North Dakota",903.08
"Sargent County, North Dakota",858.51
"Sheridan County, North Dakota",972.38
"Sioux County, North Dakota","1,094.09"
"Slope County, North Dakota","1,214.92"
"Stark County, North Dakota","1,334.74"
"Steele County, North Dakota",712.22
"Stutsman County, North Dakota","2,221.72"
"Towner County, North Dakota","1,024.56"
"Traill County, North Dakota",861.95
"Walsh County, North Dakota","1,281.93"
"Ward County, North Dakota","2,013.28"
"Wells County, North Dakota","1,271.05"
"Williams County, North Dakota","2,077.40"
"Adams County, Ohio",583.87
"Allen County, Ohio",402.5
"Ashland County, Ohio",422.95
"Ashtabula County, Ohio",701.93
"Athens County, Ohio",503.6
"Auglaize County, Ohio",401.39
"Belmont County, Ohio",532.13
"Brown County, Ohio",490.02
"Butler County, Ohio",467.06
"Carroll County, Ohio",394.61
"Champaign County, Ohio",428.67
"Clark County, Ohio",397.47
"Clermont County, Ohio",452.1
"Clinton County, Ohio",408.68
"Columbiana County, Ohio",531.89
"Coshocton County, Ohio",563.91
"Crawford County, Ohio",401.79
"Cuyahoga County, Ohio",457.19
"Darke County, Ohio",598.1
"Defiance County, Ohio",411.46
"Delaware County, Ohio",443.1
"Erie County, Ohio",251.56
"Fairfield County, Ohio",504.41
"Fayette County, Ohio",406.36
"Franklin County, Ohio",532.19
"Fulton County, Ohio",405.44
"Gallia County, Ohio",466.53
"Geauga County, Ohio",400.16
"Greene County, Ohio",413.73
"Guernsey County, Ohio",522.25
"Hamilton County, Ohio",405.91
"Hancock County, Ohio",531.36
"Hardin County, Ohio",470.41
"Harrison County, Ohio",402.34
"Henry County, Ohio",416.01
"Highland County, Ohio",553.08
"Hocking County, Ohio",421.32
"Holmes County, Ohio",422.53
"Huron County, Ohio",491.5
"Jackson County, Ohio",420.3
"Jefferson County, Ohio",408.33
"Knox County, Ohio",525.49
"Lake County, Ohio",227.49
"Lawrence County, Ohio",453.37
"Licking County, Ohio",682.5
"Logan County, Ohio",458.43
"Lorain County, Ohio",491.1
"Lucas County, Ohio",340.86
"Madison County, Ohio",465.88
"Mahoning County, Ohio",411.62
"Marion County, Ohio",403.76
"Medina County, Ohio",421.36
"Meigs County, Ohio",430.1
"Mercer County, Ohio",462.45
"Miami County, Ohio",406.58
"Monroe County, Ohio",455.72
"Montgomery County, Ohio",461.55
"Morgan County, Ohio",416.42
"Morrow County, Ohio",406.08
"Muskingum County, Ohio",664.58
"Noble County, Ohio",398.01
"Ottawa County, Ohio",254.92
"Paulding County, Ohio",416.44
"Perry County, Ohio",407.97
"Pickaway County, Ohio",501.32
"Pike County, Ohio",440.28
"Portage County, Ohio",487.38
"Preble County, Ohio",424.12
"Putnam County, Ohio",482.52
"Richland County, Ohio",495.27
"Ross County, Ohio",689.19
"Sandusky County, Ohio",408.45
"Scioto County, Ohio",610.21
"Seneca County, Ohio",551.02
"Shelby County, Ohio",407.68
"Stark County, Ohio",575.27
"Summit County, Ohio",412.75
"Trumbull County, Ohio",618.3
"Tuscarawas County, Ohio",567.64
"Union County, Ohio",431.73
"Van Wert County, Ohio",409.16
"Vinton County, Ohio",412.36
"Warren County, Ohio",401.31
"Washington County, Ohio",631.97
"Wayne County, Ohio",554.93
"Williams County, Ohio",420.97
"Wood County, Ohio",617.21
"Wyandot County, Ohio",406.87
"Adair County, Oklahoma",573.48
"Alfalfa County, Oklahoma",866.46
"Atoka County, Oklahoma",975.52
"Beaver County, Oklahoma","1,814.67"
"Beckham County, Oklahoma",901.81
"Blaine County, Oklahoma",928.42
"Bryan County, Oklahoma",904.47
"Caddo County, Oklahoma","1,278.29"
"Canadian County, Oklahoma",896.63
"Carter County, Oklahoma",822.18
"Cherokee County, Oklahoma",749.41
"Choctaw County, Oklahoma",770.36
"Cimarron County, Oklahoma","1,834.74"
"Cleveland County, Oklahoma",538.77
"Coal County, Oklahoma",516.68
"Comanche County, Oklahoma","1,069.29"
"Cotton County, Oklahoma",632.65
"Craig County, Oklahoma",761.35
"Creek County, Oklahoma",950.14
"Custer County, Oklahoma",988.82
"Delaware County, Oklahoma",738.18
"Dewey County, Oklahoma",999.48
"Ellis County, Oklahoma","1,231.52"
"Garfield County, Oklahoma","1,058.47"
"Garvin County, Oklahoma",802.12
"Grady County, Oklahoma","1,100.50"
"Grant County, Oklahoma","1,000.87"
"Greer County, Oklahoma",639.32
"Harmon County, Oklahoma",537.19
"Harper County, Oklahoma","1,039.02"
"Haskell County, Oklahoma",576.52
"Hughes County, Oklahoma",804.65
"Jackson County, Oklahoma",802.65
"Jefferson County, Oklahoma",758.83
"Johnston County, Oklahoma",642.94
"Kay County, Oklahoma",919.73
"Kingfisher County, Oklahoma",898.16
"Kiowa County, Oklahoma","1,015.23"
"Latimer County, Oklahoma",722.08
"Le Flore County, Oklahoma","1,589.21"
"Lincoln County, Oklahoma",952.31
"Logan County, Oklahoma",743.83
"Love County, Oklahoma",514.00
"Major County, Oklahoma",954.99
"Marshall County, Oklahoma",371.08
"Mayes County, Oklahoma",655.39
"McClain County, Oklahoma",570.70
"McCurtain County, Oklahoma","1,850.01"
"McIntosh County, Oklahoma",618.50
"Murray County, Oklahoma",416.46
"Muskogee County, Oklahoma",810.45
"Noble County, Oklahoma",731.90
"Nowata County, Oklahoma",565.78
"Okfuskee County, Oklahoma",618.57
"Oklahoma County, Oklahoma",708.82
"Okmulgee County, Oklahoma",697.35
"Osage County, Oklahoma","2,246.36"
"Ottawa County, Oklahoma",470.82
"Pawnee County, Oklahoma",567.96
"Payne County, Oklahoma",684.70
"Pittsburg County, Oklahoma","1,305.46"
"Pontotoc County, Oklahoma",720.44
"Pottawatomie County, Oklahoma",787.67
"Pushmataha County, Oklahoma","1,395.84"
"Roger Mills County, Oklahoma","1,141.14"
"Rogers County, Oklahoma",675.63
"Seminole County, Oklahoma",632.84
"Sequoyah County, Oklahoma",673.27
"Stephens County, Oklahoma",870.24
"Texas County, Oklahoma","2,041.26"
"Tillman County, Oklahoma",871.13
"Tulsa County, Oklahoma",570.25
"Wagoner County, Oklahoma",561.56
"Washington County, Oklahoma",415.45
"Washita County, Oklahoma","1,003.17"
"Woods County, Oklahoma","1,286.45"
"Woodward County, Oklahoma","1,242.40"
"Baker County, Oregon","3,068.36"
"Benton County, Oregon",675.94
"Clackamas County, Oregon","1,870.32"
"Clatsop County, Oregon",829.05
"Columbia County, Oregon",657.36
"Coos County, Oregon","1,596.17"
"Crook County, Oregon","2,979.09"
"Curry County, Oregon","1,627.46"
"Deschutes County, Oregon","3,018.19"
"Douglas County, Oregon","5,036.08"
"Gilliam County, Oregon","1,204.81"
"Grant County, Oregon","4,528.54"
"Harney County, Oregon","10,133.17"
"Hood River County, Oregon",521.95
"Jackson County, Oregon","2,783.55"
"Jefferson County, Oregon","1,780.79"
"Josephine County, Oregon","1,639.67"
"Klamath County, Oregon","5,941.05"
"Lake County, Oregon","8,138.98"
"Lane County, Oregon","4,553.12"
"Lincoln County, Oregon",979.77
"Linn County, Oregon","2,290.13"
"Malheur County, Oregon","9,887.53"
"Marion County, Oregon","1,182.33"
"Morrow County, Oregon","2,031.61"
"Multnomah County, Oregon",431.30
"Polk County, Oregon",740.79
"Sherman County, Oregon",823.69
"Tillamook County, Oregon","1,102.58"
"Umatilla County, Oregon","3,215.51"
"Union County, Oregon","2,036.61"
"Wallowa County, Oregon","3,146.19"
"Wasco County, Oregon","2,381.52"
"Washington County, Oregon",724.23
"Wheeler County, Oregon","1,714.75"
"Yamhill County, Oregon",715.86
"Adams County, Pennsylvania",518.67
"Allegheny County, Pennsylvania",730.08
"Armstrong County, Pennsylvania",653.20
"Beaver County, Pennsylvania",434.71
"Bedford County, Pennsylvania","1,012.30"
"Berks County, Pennsylvania",856.51
"Blair County, Pennsylvania",525.80
"Bradford County, Pennsylvania","1,147.40"
"Bucks County, Pennsylvania",604.31
"Butler County, Pennsylvania",788.60
"Cambria County, Pennsylvania",688.35
"Cameron County, Pennsylvania",396.23
"Carbon County, Pennsylvania",381.46
"Centre County, Pennsylvania","1,109.92"
"Chester County, Pennsylvania",750.51
"Clarion County, Pennsylvania",600.83
"Clearfield County, Pennsylvania","1,144.72"
"Clinton County, Pennsylvania",887.98
"Columbia County, Pennsylvania",483.11
"Crawford County, Pennsylvania","1,012.30"
"Cumberland County, Pennsylvania",545.46
"Dauphin County, Pennsylvania",525.05
"Delaware County, Pennsylvania",183.84
"Elk County, Pennsylvania",827.36
"Erie County, Pennsylvania",799.15
"Fayette County, Pennsylvania",790.34
"Forest County, Pennsylvania",427.19
"Franklin County, Pennsylvania",772.22
"Fulton County, Pennsylvania",437.55
"Greene County, Pennsylvania",575.95
"Huntingdon County, Pennsylvania",874.64
"Indiana County, Pennsylvania",827.03
"Jefferson County, Pennsylvania",652.43
"Juniata County, Pennsylvania",391.35
"Lackawanna County, Pennsylvania",459.08
"Lancaster County, Pennsylvania",943.81
"Lawrence County, Pennsylvania",358.18
"Lebanon County, Pennsylvania",361.83
"Lehigh County, Pennsylvania",345.17
"Luzerne County, Pennsylvania",890.33
"Lycoming County, Pennsylvania","1,228.59"
"McKean County, Pennsylvania",979.20
"Mercer County, Pennsylvania",672.58
"Mifflin County, Pennsylvania",411.03
"Monroe County, Pennsylvania",608.29
"Montgomery County, Pennsylvania",483.04
"Montour County, Pennsylvania",130.24
"Northampton County, Pennsylvania",369.67
"Northumberland County, Pennsylvania",458.37
"Perry County, Pennsylvania",551.45
"Philadelphia County, Pennsylvania",134.10
"Pike County, Pennsylvania",544.96
"Potter County, Pennsylvania","1,081.32"
"Schuylkill County, Pennsylvania",778.63
"Snyder County, Pennsylvania",328.71
"Somerset County, Pennsylvania","1,074.37"
"Sullivan County, Pennsylvania",449.94
"Susquehanna County, Pennsylvania",823.44
"Tioga County, Pennsylvania","1,133.79"
"Union County, Pennsylvania",315.98
"Venango County, Pennsylvania",674.28
"Warren County, Pennsylvania",884.14
"Washington County, Pennsylvania",856.99
"Wayne County, Pennsylvania",725.60
"Westmoreland County, Pennsylvania","1,027.55"
"Wyoming County, Pennsylvania",397.32
"York County, Pennsylvania",904.18
"Bristol County, Rhode Island",24.16
"Kent County, Rhode Island",168.53
"Newport County, Rhode Island",102.39
"Providence County, Rhode Island",409.5
"Washington County, Rhode Island",329.24
"Abbeville County, South Carolina",490.48
"Aiken County, South Carolina","1,071.03"
"Allendale County, South Carolina",408.09
"Anderson County, South Carolina",715.43
"Bamberg County, South Carolina",393.37
"Barnwell County, South Carolina",548.39
"Beaufort County, South Carolina",576.28
"Berkeley County, South Carolina","1,098.86"
"Calhoun County, South Carolina",381.15
"Charleston County, South Carolina",916.09
"Cherokee County, South Carolina",392.66
"Chester County, South Carolina",580.66
"Chesterfield County, South Carolina",799.08
"Clarendon County, South Carolina",606.94
"Colleton County, South Carolina","1,056.49"
"Darlington County, South Carolina",561.15
"Dillon County, South Carolina",404.87
"Dorchester County, South Carolina",573.23
"Edgefield County, South Carolina",500.41
"Fairfield County, South Carolina",686.28
"Florence County, South Carolina",799.96
"Georgetown County, South Carolina",813.55
"Greenville County, South Carolina",785.12
"Greenwood County, South Carolina",454.73
"Hampton County, South Carolina",559.90
"Horry County, South Carolina","1,133.90"
"Jasper County, South Carolina",655.32
"Kershaw County, South Carolina",726.56
"Lancaster County, South Carolina",549.16
"Laurens County, South Carolina",713.80
"Lee County, South Carolina",410.18
"Lexington County, South Carolina",698.91
"Marion County, South Carolina",489.23
"Marlboro County, South Carolina",479.67
"McCormick County, South Carolina",359.13
"Newberry County, South Carolina",630.04
"Oconee County, South Carolina",626.33
"Orangeburg County, South Carolina","1,106.10"
"Pickens County, South Carolina",496.41
"Richland County, South Carolina",757.07
"Saluda County, South Carolina",452.78
"Spartanburg County, South Carolina",807.93
"Sumter County, South Carolina",665.07
"Union County, South Carolina",514.17
"Williamsburg County, South Carolina",934.16
"York County, South Carolina",680.60
"Aurora County, South Dakota",708.43
"Beadle County, South Dakota","1,258.71"
"Bennett County, South Dakota","1,184.71"
"Bon Homme County, South Dakota",563.70
"Brookings County, South Dakota",792.21
"Brown County, South Dakota","1,712.98"
"Brule County, South Dakota",817.24
"Buffalo County, South Dakota",471.38
"Butte County, South Dakota","2,249.90"
"Campbell County, South Dakota",733.68
"Charles Mix County, South Dakota","1,097.49"
"Clark County, South Dakota",957.60
"Clay County, South Dakota",412.19
"Codington County, South Dakota",688.50
"Corson County, South Dakota","2,469.69"
"Custer County, South Dakota","1,557.00"
"Davison County, South Dakota",435.56
"Day County, South Dakota","1,027.87"
"Deuel County, South Dakota",622.69
"Dewey County, South Dakota","2,302.49"
"Douglas County, South Dakota",431.80
"Edmunds County, South Dakota","1,125.96"
"Fall River County, South Dakota","1,739.92"
"Faulk County, South Dakota",981.75
"Grant County, South Dakota",681.46
"Gregory County, South Dakota","1,014.96"
"Haakon County, South Dakota","1,810.53"
"Hamlin County, South Dakota",507.23
"Hand County, South Dakota","1,436.61"
"Hanson County, South Dakota",434.51
"Harding County, South Dakota","2,671.38"
"Hughes County, South Dakota",741.56
"Hutchinson County, South Dakota",812.90
"Hyde County, South Dakota",860.52
"Jackson County, South Dakota","1,863.91"
"Jerauld County, South Dakota",526.23
"Jones County, South Dakota",969.68
"Kingsbury County, South Dakota",832.24
"Lake County, South Dakota",563.28
"Lawrence County, South Dakota",800.04
"Lincoln County, South Dakota",577.28
"Lyman County, South Dakota","1,641.94"
"Marshall County, South Dakota",838.07
"McCook County, South Dakota",574.20
"McPherson County, South Dakota","1,136.64"
"Meade County, South Dakota","3,470.98"
"Mellette County, South Dakota","1,307.31"
"Miner County, South Dakota",570.31
"Minnehaha County, South Dakota",807.15
"Moody County, South Dakota",519.39
"Pennington County, South Dakota","2,776.55"
"Perkins County, South Dakota","2,870.48"
"Potter County, South Dakota",861.14
"Roberts County, South Dakota","1,101.04"
"Sanborn County, South Dakota",569.32
"Shannon County, South Dakota","2,093.90"
"Spink County, South Dakota","1,503.93"
"Stanley County, South Dakota","1,444.43"
"Sully County, South Dakota","1,006.82"
"Todd County, South Dakota","1,388.56"
"Tripp County, South Dakota","1,612.45"
"Turner County, South Dakota",617.06
"Union County, South Dakota",460.54
"Walworth County, South Dakota",708.63
"Yankton County, South Dakota",521.16
"Ziebach County, South Dakota","1,961.27"
"Anderson County, Tennessee",337.16
"Bedford County, Tennessee",473.64
"Benton County, Tennessee",394.14
"Bledsoe County, Tennessee",406.43
"Blount County, Tennessee",558.71
"Bradley County, Tennessee",328.76
"Campbell County, Tennessee",480.19
"Cannon County, Tennessee",265.64
"Carroll County, Tennessee",599.25
"Carter County, Tennessee",341.2
"Cheatham County, Tennessee",302.44
"Chester County, Tennessee",285.74
"Claiborne County, Tennessee",434.58
"Clay County, Tennessee",236.54
"Cocke County, Tennessee",434.57
"Coffee County, Tennessee",428.96
"Crockett County, Tennessee",265.54
"Cumberland County, Tennessee",681.03
"Davidson County, Tennessee",504.03
